@relation TweetFile

@attribute text string
@attribute s_class{network,customer_service,mobile_data,financial,sales,phone_services,signal,other,internet}

@data
'@VodafoneUK been trying to cancel contract with yourselves.. Been on hold tonight for 40 mins and last week 30 mins.. #answerthephone',financial
'@EE Also when Orange became @EE I had nothing but trouble and now having trouble with @VodafoneUK so I’m going to… https://t.co/8BSb9A0dIM',other
'@VodafoneUK I dont believe anything Vodafone say after being lied to by sales.',sales
'RT @RobMukherjeeVf: Honoured to represent @VodafoneUK #NorthWest @VodafoneUK_WN @NorthPowerWomen @NPHinfo at the 2017 @WISAwards finals. ht…',other
'@VodafoneUK and thats my question - why am I automatically signed up...????',other
'@csd31989 @Nicola_Boros @VodafoneUK @ThreeUK Don’t go to @EE it’s the better choice',other
'@VodafoneUK Already called today and have cancelled although we have to pay cancellation charge and was told tough! Had enough',financial
'@VodafoneUK Kirsty I cant due to Twitter restrictions and being unable to receive a security code from them!',other
'@VodafoneUK But I’ve already contacted the help team and they’ve down sweet feck all. I’d expect YOU to call me to sort this shambles out.',other
'@VodafoneEgypt @VodafoneUK #worst_experience_than_any #مصر_النهاردة,other@VodafoneEgypt @VodafoneUK #worst_experience_than_any',other
'@VodafoneUK are acting like an unprofessional organisation who really doesnt deserve my phone &amp fibre broadband',mobile_data
'@VodafoneUK',other
'@VodafoneUK Everywhere - home kt8 0dn and work central London. Done hard reset, sim has been in and out.',phone_services
'Whats wrong with Bband companies? @VIrginmedia unable to do callbacks and left @VodafoneUK 2 messages for a new account with no response.😡',other
'@VodafoneUK Still no outcome, been on the phone all day trying to upgrade!! Been getting quotes and then colleagues… https://t.co/oKvGbVOVgO',phone_services
'@VodafoneUK what a surprise Vodafone said they would call me back and nothing!!!!',other
'@VodafoneUK cheers John, tho its been an hour and you still havent got in touch. This is my point. I just feel fo… https://t.co/2MmhI2FI0C',other
'@VodafoneUK After spending over 6 hours on the phone over the last few weeks - I doubt it. Mis-selling seems to be norm for you.',phone_services
'Okay. So @O2 are probably the WORST network I’ve ever been with and I’ve been with @VodafoneUK 🙈',internet
'@VodafoneUK saying my bf gets free usage abroad then gets charges Why?? Scam https://t.co/UX24bw4v1J',financial
'@SammieJaiBabeh @VodafoneUK init I feel you £58 &gt; ££900 how does that work out',other
'@VodafoneUK It’s been credited, allegedly. Let’s see...',financial
'Enjoy 2GB of data on a 12 month plan at @VodafoneUK for the reduced price of £16.00 a month https://t.co/6Wbx9jMUq8',financial
'@VodafoneUK absolutely shocking service. Disconnecting me for no reason and then customer service agents just hang up.',customer_service
'@VodafoneUK Im trying two days now to get the security code to get into my account!! Nothing received! Through to… https://t.co/IAezZvJ7a2',other
'@VodafoneUK I am on the phone to your customer care team now who basically knows nothing',customer_service
'@VodafoneUK your billing department is a absolute nightmare Vodafone service is utterly crap',customer_service
'@VodafoneUK I pay the bill but you still get it fucking wrong how hard is it to do your job think its time to report this to ofcom',financial
'Frustrated people #onholdwith @vodafoneuk: @dnstewart67, @GerHerbert1 and 21 others. More: https://t.co/7Tpb25FioP #custserv',other
'@VodafoneUK It is up to date, only started happening recently. No software updates at all...',other
'@VodafoneUK Ive sent off the online form and an escalation form through one knowledge but still no reply',internet
'@VodafoneUK from what time on the 27th am I able to pre order the iPhone X over the phone?',phone_services
'@VodafoneUK It is SOOOOO slow. Not hitting our min speed. Try to watch GBBO on catch up and then a 2nd phone connec… https://t.co/43ZCkHjeGq',phone_services
'@VodafoneUK hi I got my upgrade on Sunday at Fort Kinnaird Retail Park &amp; James got me a really gd deal on Vodafone and it was  1/2',other
'@VodafoneUK I have checked and both are enabled https://t.co/ehXidRvq5l',other
'@VodafoneUK Yes Ive check this several times. Hence why I messaged you....',other
'@nighters84 @VodafoneUK  https://t.co/JlkzKx3el3',other
'RT @FlareTrojan: @VodafoneUK Lord behold nothing is set up and they wont set up so I loose my phone services for nearly a fucking month',customer_service
'Hmmm @VodafoneUK can you see the problem? 🤔 https://t.co/euXWYqsYDj',other
'@VodafoneUK Thnk you for being so efficient. Resolving it too',other
'@VodafoneUK It wasnt done through line manager she told me to do it through one knowledge discounts as I work for… https://t.co/eoW5crDUHX',signal
'@VodafoneUK What I need is, somehow, to actually speak to a human tech support at @VodafoneUK but this seems to be impossible.',other
'RT @JCPInNorfolk: Retail Business Advisor @VodafoneUK #Norwich #NorwichJobs See: https://t.co/gg2F3XsNPy https://t.co/PFJtz9FlRm',other
'@VodafoneUK disappointed by my new vodafone broadband speed again. https://t.co/YdijIGS9CN',mobile_data
'@VodafoneUK It is dead! No lights on, no signal. It used to work fine.',signal
'Hi @VodafoneUK Your terms and conditions https://t.co/tMgKSrnhtW link on Page 2 to Privacy Policy links to a malicious website',other
'@VodafoneUK morning. How much will I be charged p.m to receive a call in Canada (on a monthly contract)',financial
'@VodafoneUK whats going on in stoke today? your 4g is non existent! youll probably receive this tweet in 3 days',other
'@VodafoneUK If you chase it up now I could have my phone back by then? Its quite frustrating to see the lack of urgency',phone_services
'@VodafoneUK @eleonorestifter same here and there lies',other
'@JCPInSuffolk @VodafoneUK Keeps asking for a valid email address and I have 2 that it wont accept',other
'@VodafoneUK Hiya, any further updates on this?',other
'@VodafoneUK Huawei p10 plus and about 10 days ago',other
'@VodafoneUK Went for the Samsung S8 Midnight Black! Its arrived just need to finish work so I can play with it! 👍 https://t.co/bo9zL5vMnk',phone_services
'RT @BumperGraham: Come on @VodafoneUK this ain’t acceptable https://t.co/3HPfS97lkt',other
'@iainwoodward38 @VodafoneUK Theres probably been a network issue....',internet
'@VodafoneUK what time can we place pre-order of iPhone X on 27/10 on Vodafone website?',phone_services
'@VodafoneUK quite shocked to see you charge for calling the police on 101 and it’s not in my bundle!',financial
'@VodafoneUK still no service since yesterday and still no reply from you after an hour???',customer_service
'@irinavegerya @VodafoneUK Уже ответили :)',other
'@VodafoneUK well done on 24/7 support who replied to my query (incorrectly) hours later at 2.30am then closed it down when I didn’t reply 🤔',other
'@VodafoneUK - any danger of a reply???? No service on my phone (not-broadband related) since yesterday was advised it was a network issue?',internet
'RT @VodafoneUK: Hear that sound? It’s the shuffling of zombies marching towards you!  #TheWalkingDead is back, whos excited? https://t.co/…',other
'@VodafoneUK still signal issues in b43 great barr. Not resolved.',customer_service
'@VodafoneUK Can they help with cancellations? I was told I need to do it over the phone?',phone_services
'@VodafoneUK The issue is that it is an open credit account, not closed. I understand a closed one will show for up to 6 years.',customer_service
'@VodafoneUK At least 2 years, I reckon',other
'RT @Gerty_girl: @VodafoneUK unable to provide guaranteed minimum speed, yet you want £250 to exit our contract. Are you having a laugh? #…',financial
'@VodafoneUK Thank you. Complaint has been escalated internally by the operative I spoke to yesterday. Are you able… https://t.co/dHMko3zZcq',customer_service
'15 minutes on hold to your partner company and then the agent hangs up  30 years loyalty to your company ends in this.....@VodafoneUK',other
'@VodafoneUK Again https://t.co/sCHPfV5WWj',other
'@VodafoneUK Sim only 25g for £25',phone_services
'@VodafoneUK Sort it out! No signal on mobile last night &amp; fibre 35 not working yet again this morning! If its not… https://t.co/VbQVAFTkkt',signal
'@YardleyShooting @VodafoneUK In the words of Kenny Rodgers.  know when to hold em. know when to fold em. Know when… https://t.co/c1TCPErWYH',other
'RT @LancsJobcentre: Retail Adviser @VodafoneUK #CustomerServices #Kendal #CumbriaJobs Apply: https://t.co/JPl2dNIpWE',customer_service
'@No71538122 @VodafoneUK Yea bit late buddy',other
'@VodafoneUK iPhone 7 or 8 depending on the deal. Have seen one I’m interested in on carphonewarehouse that’s better… https://t.co/iOpTZBJcSC',phone_services
'@vodafoneUK Ive not had a consistent signal for over a week in Chipping Norton.  Price increase, service deteriorates.  Please sort it',customer_service
'@VodafoneUK https://t.co/mvkeQTRdei',other
'@VodafoneUK Couldnt change my number over, Couldnt put data cap, Couldnt log in to my account, Red entertainment pack doesnt work 🙄',other
'Operational Excellence: @VodafoneUK and @O2 reach full amount of 30 points https://t.co/sxPKnOtL4f… https://t.co/It9Y7oPyAI',other
'RT @RobMukherjeeVf: Honoured to represent @VodafoneUK #NorthWest @VodafoneUK_WN @NorthPowerWomen @NPHinfo at the 2017 @WISAwards finals. ht…',other
'So many things have gone wrong since Ive started a @VodafoneUK 🙄',other
'Are any other @VodafoneUK customers not getting any internet service or unable to send text messages?',internet
'@Mukzh415 @VodafoneUK Youre private. They wont see that 😂',other
'Potential customers of @VodafoneUK who lie and rip off their current customers should read this; https://t.co/wnpkZxdQX3',customer_service
'@VodafoneUK so basically I can call tomorrow to get this sorted out or I can speak to Ombudsman Services: Communications. Your choice.',customer_service
'@merohassan1964 @Ofcom @VodafoneUK these a.holes refunded me... only to take some money (£0.01)out again! on princi… https://t.co/QNA5GllLdI',financial
'@VodafoneUK announced plans to invest more than $11.8 million to deploy its #NBIoT network across #Italy… https://t.co/zWpp3ukH8c',internet
'@VodafoneUK It went back to normal on its own, but it looks like I wasn’t the only one who experienced this. Thanks… https://t.co/eslcr0ptqH',other
'@VodafoneUK @emarbe1954 You Still owe me money. You refunded money due but then took more money out. thieves',financial
'@VodafoneUK Cancelled contract now, you couldn’t even be bothered offering better. Now gone to O2😬 next month 1 mor… https://t.co/uqgboHolKM',financial
'@VodafoneUK 1/3: SINCE JULY it happens EVERYWHERE I go in central London (e.g. W1 W2 N1 SW7) regardless of the smar… https://t.co/7kqIRnfIYD',other
'@VodafoneUK @Drudz Hi Jo. Can you speak to Nate who seems to be more informed.',other
'@oguzcankaratas @VodafoneTR @VodafoneUK Faturanızın üzerinde bulunan, 000 ile başlayan hizmet numaranızı ve irtib… https://t.co/Y5Vndetgnl',internet
'@VodafoneDestek @VodafoneTR @VodafoneUK Ben bununda cevabını yazdım ama teknoloji firması olarak buna bakmaktan aci… https://t.co/nH0fA5SIHL',internet
'@jesus_is_bad @VodafoneUK Ik',other
'When the @VodafoneUK customer service guy says oh I dont really understand why youve been charged all that, Im with @O2 HELPFUL',customer_service
'@VodafoneUK I have just received the most horrific customer experience from a customer service representative over the phone - please help',customer_service
'@VodafoneUK why after waiting an hour on chat (when it said 8 min) for the retention team have i now been told no agents available?',other
'@sammimarsh1 @VodafoneUK Pay your bill',financial
'@tom_mcghee @AlexJMcGhee @VodafoneUK  https://t.co/rrx9SYwDxs',other
'@VodafoneUK Inbox me and Ill give you my number to call me.',other
'@VodafoneUK @VodafoneIN Hhhhhh check your workmate  attuide @VodafoneEgypt',other
'@VodafoneUK the staff in store are useless &amp; don’t seem to want to help a loyal customer even though it’s their fault!',customer_service
'@VodafoneUK Ive a locked Nokia 6303i. Any chance you can send me a free PAYG sim card for me to put in my handset please?',phone_services
'@VodafoneUK You are supposed to be getting back to me but all I got were 2 emails threatening bailiffs and saying you have cut me off',other
'RT @sammimarsh1: Any on @VodafoneUK got no service?',customer_service
'@sammimarsh1 @MUFC_6982 @VodafoneUK Yeah me not regiestred with network 😠',internet
'@VodafoneUK  1.5 hours of no service and no response...where is your customer service team?',customer_service
